UPC,Price,Source Link
887961908688,13,https://www.americangirl.com/products/courtneys-fashion-accessories-grn54
887961908619,11,https://www.americangirl.com/products/courtneys-shirt-and-tie-grn63
887961950656,8,https://www.americangirl.com/products/star-bright-tee-for-18-inch-dolls-gwx90
887961223569,17,https://www.americangirl.com/products/diabetes-care-kit-for-dolls-dhv55
194735080656,24,https://www.americangirl.com/products/shi-poo-sweetie-dog-plush-for-girls-hjb27
887961681727,51,https://www.americangirl.com/products/naneas-luau-set-frh25
194735080625,24,https://www.americangirl.com/products/daffodil-doodle-dog-plush-for-girls-hjb28
887961508062,15,https://www.americangirl.com/products/playful-floral-leggings-for-little-girls-fgk50
9781683371854,3,https://www.americangirl.com/products/evette-the-river-and-me-book-hfd25
9781683371847,3,https://www.americangirl.com/products/makena-see-me-hear-me-know-me-book-hfd24
887961908657,12,https://www.americangirl.com/products/courtneys-t-shirt-and-tank-set-grn58
194735123995,69,https://www.americangirl.com/products/kavis-backstage-trunk-for-18-inch-dolls-hmc17
887961990867,13,https://www.americangirl.com/products/courtneys-oversized-blazer-for-18-inch-dolls-hbk56
194735011421,60,https://www.americangirl.com/products/the-community-center-accessory-set-hcj75
9781683371878,3,https://www.americangirl.com/products/corinne-to-the-rescue-book-2-hgp57
194735128099,148,https://www.americangirl.com/products/kavis-backstage-set-hmj09
194735089376,13,https://www.americangirl.com/products/merry-everything-pjs-for-girls-hjl51
887961891447,12,https://www.americangirl.com/products/holiday-cheer-pj-pants-for-girls-gpm96
194735046461,10,https://www.americangirl.com/products/happy-birthday-present-headband-for-girls-gyf84
887961891744,12,https://www.americangirl.com/products/peace-love-and-joy-pj-top-for-girls-gpm95
9781683371861,3,https://www.americangirl.com/products/maritza-lead-with-your-heart-book-hfd26
194735123919,10,https://www.americangirl.com/products/kavis-accessories-for-18-inch-dolls-hmc07
194735024070,10,https://www.americangirl.com/products/peruvian-souvenir-set-hdj08
194735014965,10,https://www.americangirl.com/products/corinnes-accessories-hcm93
194735014873,9,https://www.americangirl.com/products/gwynns-accessories-hcm95
9781683371885,4,https://www.americangirl.com/products/corinne-book-1-hgp56
887961866728,27,https://www.americangirl.com/products/student-council-election-set-gnb60
887961662870,15,https://www.americangirl.com/products/holiday-dreams-pajama-pants-for-women-fvm13
887961969566,8,https://www.americangirl.com/products/american-girl-knit-sneakers-gyd91
887961866667,29,https://www.americangirl.com/products/casual-and-cool-accessories-for-18-inch-dolls-gnb56
887961384345,15,https://www.americangirl.com/products/embossed-paisley-skirt-for-girls-dwl22
194735004393,39,https://www.americangirl.com/products/pretty-plaid-christmas-dress-for-girls-hbx49
194735003051,24,https://www.americangirl.com/products/hearts-and-pines-holiday-pjs-for-little-girls-hbw33
887961891928,22,https://www.americangirl.com/products/soft-as-snow-dress-for-girls-gpn00
887961758948,15,https://www.americangirl.com/products/garden-adventure-picnic-gdw46
25192192791,5,https://www.americangirl.com/products/saige-paints-sky-dvd-f8492
194735123988,19,https://www.americangirl.com/products/kavis-dog-hmc08
194735114276,16,https://www.americangirl.com/products/silly-hanukkah-sweater-for-18-inch-dolls-hjl14
887961924381,21,https://www.americangirl.com/products/kiras-kangaroo-and-joey-gvf49
887961568035,28,https://www.americangirl.com/products/sunny-day-dress-for-girls-fly25
194735168491,18,https://www.americangirl.com/products/holiday-wish-list-pjs-for-little-girls-hpv61
194735024056,10,https://www.americangirl.com/products/moroccan-souvenir-set-hdj10
887961989878,22,https://www.americangirl.com/products/seize-the-zzzs-pjs-for-girls-hbj30
887961944518,70,https://www.americangirl.com/products/so-many-shoes-storage-tower-gwn73
,60,https://www.americangirl.com/products/american-girl-x-janie-and-jack-winter-white-jacket-for-girls-jcv16
887961870312,36,https://www.americangirl.com/products/gold-moto-jacket-for-girls-gng98
194735011384,67,https://www.americangirl.com/products/the-community-center-table-and-chairs-set-hcj74
194735123940,58,https://www.americangirl.com/products/kavis-songwriting-accessories-for-18-inch-dolls-hmc11
,49,https://www.americangirl.com/products/american-girl-x-janie-and-jack-holly-red-party-dress-for-girls-jcv15
887961969504,126,https://www.americangirl.com/products/day-at-ag-cafe-set-gyd87
887961138214,15,https://www.americangirl.com/products/kit-accessories-bkd75
194735184231,25,https://www.americangirl.com/products/lilas-sparkle-and-dreams-pjs-for-girls-hrr39
887961833508,26,https://www.americangirl.com/products/catch-a-wave-top-for-girls-gkx95
887961970234,20,https://www.americangirl.com/products/minty-sweet-tank-top-for-girls-gyf82
887961951165,31,https://www.americangirl.com/products/feeling-fierce-print-jacket-for-girls-gwp03
,18,https://www.americangirl.com/products/friendship-troubles-box-gnm39
194735024087,31,https://www.americangirl.com/products/world-traveler-in-morocco-hdj09
887961833577,32,https://www.americangirl.com/products/shine-bright-pajamas-for-girls-gkx94
,27,https://www.americangirl.com/products/liking-herself-box-gnm41
887961970203,21,https://www.americangirl.com/products/sweet-street-sweatshirt-for-girls-gyf81
194735024049,31,https://www.americangirl.com/products/world-traveler-in-peru-hdj07
,25,https://www.americangirl.com/products/berry-merry-pjs-for-girls-hyj31
,49,https://www.americangirl.com/products/american-girl-x-janie-and-jack-holly-red-party-dress-for-little-girls-jcv17
194735124503,29,https://www.americangirl.com/products/kavis-shining-star-pajamas-for-girls-hmc64
194735014941,75,https://www.americangirl.com/products/corinnes-ski-and-snack-shop-hcm99
887961945454,23,https://www.americangirl.com/products/darling-dots-dress-for-little-girls-gwr05
194735181544,27,https://www.americangirl.com/products/american-girl-x-something-navy-holiday-halter-top-for-girls-hrn22
887961970166,30,https://www.americangirl.com/products/sweet-street-bomber-jacket-for-girls-gyf80
194735011414,100,https://www.americangirl.com/products/the-community-center-hcj73
887961908770,11,https://www.americangirl.com/products/courtneys-cardigan-grn59
194735014903,12,https://www.americangirl.com/products/gwynns-powder-pink-pajamas-for-dolls-hcn01
194735090914,13,https://www.americangirl.com/products/merry-everything-pjs-for-welliewishers-dolls-hjm98
887961924442,22,https://www.americangirl.com/products/kiras-outdoor-accessories-gvf55
194735089024,12,https://www.americangirl.com/products/coconut-chip-pillow-for-girls-hjl11
194735168620,18,https://www.americangirl.com/products/holiday-wish-list-pjs-for-girls-hpv69
887961730449,20,https://www.americangirl.com/products/smore-fun-pajamas-for-girls-gcl82
